POLICY_ID,POLICY_BEGIN_MONTH,POLICY_END_MONTH,POLICY_IS_RENEWED,POLICY_SALES_CHANNEL,POLICY_SALES_CHANNEL_GROUP,POLICY_BRANCH,POLICY_MIN_AGE,POLICY_MIN_DRIVING_EXPERIENCE,VEHICLE_MAKE,VEHICLE_MODEL,VEHICLE_ENGINE_POWER,VEHICLE_IN_CREDIT,VEHICLE_SUM_INSURED,POLICY_INTERMEDIARY,INSURER_GENDER,POLICY_CLM_N,POLICY_CLM_GLT_N,POLICY_PRV_CLM_N,POLICY_PRV_CLM_GLT_N,CLIENT_HAS_DAGO,CLIENT_HAS_OSAGO,POLICY_COURT_SIGN,CLAIM_AVG_ACC_ST_PRD,POLICY_HAS_COMPLAINTS,POLICY_YEARS_RENEWED_N,POLICY_DEDUCT_VALUE,CLIENT_REGISTRATION_REGION,POLICY_PRICE_CHANGE
17745,4,4,0,53,6,Санкт-Петербург,53,17,Volkswagen,Passat,152.0,1,1056136.0,641,M,1S,1S,1L,1L,0,0,0,13.0,0,1,0.0,Санкт-Петербург,0.05
17751,8,8,0,52,6,Санкт-Петербург,46,11,Renault,Sandero,84.0,0,407540.0,171,F,1S,1S,0,0,0,0,0,5.0,0,1,0.0,Ленинградская,-0.59
17759,8,8,0,53,6,Санкт-Петербург,36,15,Hyundai,i40,150.0,1,979900.0,243,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Ханты-Мансийский Автономный округ - Югра,-0.08
17762,3,3,0,55,6,Москва,35,17,Mitsubishi,Outlander,167.0,1,1077804.0,1096,M,0,0,0,0,1,1,0,0.0,0,1,0.0,Москва,0.06
17764,4,4,0,53,6,Санкт-Петербург,54,10,Skoda,Fabia,69.0,0,389900.0,224,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,0.0
17775,8,8,0,52,6,Санкт-Петербург,48,14,Renault,Sandero,84.0,0,305890.0,1096,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Санкт-Петербург,0.0
17776,9,8,0,53,6,Санкт-Петербург,48,8,Kia,Cerato,150.0,1,820000.0,485,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.1
17788,4,4,0,52,6,Москва,48,5,Kia,Rio,123.0,1,677800.0,1372,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.56
17790,8,8,0,54,6,Москва,42,23,Porsche,Cayenne,400.0,0,3494061.0,1286,M,1S,1S,0,0,1,0,0,35.5,0,3,0.0,Москва,0.0
17796,8,8,0,62,3,Москва,37,18,Opel,Zafira,140.0,0,450000.0,131,M,0,0,0,0,0,1,0,0.0,0,1,10000.0,Московская,0.0
17800,11,11,0,52,6,Санкт-Петербург,36,9,Renault,Sandero Stepway,84.0,1,516460.0,171,F,1S,1S,N,N,0,0,0,42.0,0,0,0.0,Санкт-Петербург,-1.0
17804,8,8,0,59,3,Санкт-Петербург,35,5,Renault,Sandero,103.0,0,325000.0,565,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Санкт-Петербург,0.0
17809,9,9,0,55,6,Москва,39,10,Ford,Explorer,294.0,1,1847000.0,1096,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Московская,-0.1
17811,9,9,0,50,5,Москва,35,8,Infiniti,G,222.0,0,908470.0,N,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,-1.0
17812,9,9,0,53,6,Санкт-Петербург,32,12,Nissan,X-Trail,141.0,0,900000.0,1346,M,0,0,0,0,0,0,0,0.0,0,1,30000.0,Санкт-Петербург,0.0
17821,9,9,0,52,6,Москва,32,8,Kia,Sportage,150.0,0,934718.0,326,M,1L,1L,0,0,0,0,0,33.0,0,1,0.0,Москва,0.38
17831,4,4,0,53,6,Москва,55,5,Renault,Duster,135.0,0,515083.0,N,F,0,0,0,0,0,1,0,0.0,0,2,0.0,Москва,0.13
17838,9,9,0,53,6,Москва,38,7,Nissan,X-Trail,141.0,1,958203.0,585,F,2,2,0,0,0,0,0,0.0,0,2,0.0,Московская,0.0
17840,10,10,0,55,6,Москва,34,4,Jeep,Grand Cherokee,286.0,0,2150000.0,648,M,3,3,N,N,1,1,0,6.5,0,0,0.0,Москва,0.94
17849,11,11,0,55,6,Москва,49,27,Hyundai,ix35,150.0,1,1150000.0,1096,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.04
17856,11,11,0,53,6,Санкт-Петербург,58,30,Hyundai,ix35,150.0,0,1046900.0,485,M,1L,1L,N,N,0,0,0,4.0,0,0,0.0,Ленинградская,0.24
17860,11,11,0,50,5,Москва,48,12,Ford,Galaxy,145.0,0,835000.0,N,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.16
17862,9,9,0,50,5,Москва,30,9,Nissan,Qashqai,141.0,0,1268200.0,N,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.16
17870,11,11,0,52,6,Москва,35,16,Nissan,X-Trail,141.0,0,826200.0,N,M,0,0,1S,1S,0,0,0,0.0,0,4,0.0,Москва,0.05
17907,8,8,0,50,5,Москва,36,4,Toyota,RAV4,180.0,1,1588000.0,N,F,0,0,N,N,1,1,0,0.0,0,0,0.0,Московская,-0.2
17908,8,8,0,52,6,Москва,47,20,Kia,Ceed,129.0,1,792032.0,326,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Москва,0.0
17912,8,8,0,50,5,Санкт-Петербург,30,12,Hyundai,i30,126.0,0,471000.0,N,M,1L,0,0,0,1,1,0,0.0,0,4,15000.0,Санкт-Петербург,0.0
17920,12,12,0,17,1,Москва,51,33,Kia,Sportage,136.0,0,920000.0,636,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Московская,0.04
17923,10,10,0,53,6,Санкт-Петербург,49,30,Toyota,Corolla,124.0,0,398360.0,N,M,0,0,0,0,1,1,0,0.0,0,6,5000.0,Санкт-Петербург,0.0
17928,12,12,0,50,5,Москва,35,14,Suzuki,Grand Vitara,140.0,0,589396.0,N,M,0,0,0,0,1,0,0,0.0,0,3,22500.0,Москва,0.0
17935,8,8,0,53,6,Санкт-Петербург,35,16,BMW,X3,218.0,0,914603.0,1209,F,0,0,0,0,0,0,0,0.0,0,4,0.0,Санкт-Петербург,0.0
17946,9,9,0,60,3,Москва,35,7,Mitsubishi,Pajero,178.0,1,1323324.0,494,M,2,2,0,0,0,0,0,24.5,1,2,0.0,Москва,-1.0
17947,9,9,0,50,5,Москва,38,13,Honda,Civic,140.0,0,529254.0,N,F,0,0,0,0,1,1,0,0.0,0,4,15000.0,Москва,0.0
17949,8,8,0,11,1,Санкт-Петербург,43,9,Opel,Astra,115.0,0,550000.0,1395,M,0,0,N,N,0,0,0,13.0,0,0,50000.0,Санкт-Петербург,-0.22
17965,1,1,0,59,3,Санкт-Петербург,48,30,Lada,Largus,105.0,0,357000.0,565,M,0,0,0,0,1,1,0,0.0,0,1,15000.0,Санкт-Петербург,0.09
17968,8,8,0,53,6,Санкт-Петербург,32,7,Hyundai,Solaris,123.0,1,593200.0,1200,M,0,0,0,0,0,0,0,0.0,0,1,10000.0,Санкт-Петербург,0.0
17973,10,10,0,16,1,Москва,33,15,Kia,Ceed,129.0,0,662000.0,1149,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Москва,0.0
17981,11,11,0,50,5,Москва,30,11,Toyota,Camry,200.0,0,1169000.0,N,F,0,0,N,N,1,1,0,0.0,0,0,0.0,Москва,-1.0
17984,11,11,0,15,1,Москва,40,14,Hyundai,ix55,239.0,0,1055689.0,1033,F,0,0,1S,1S,0,1,0,0.0,0,4,0.0,Москва,-0.26
17986,1,1,0,53,6,Санкт-Петербург,38,9,Hyundai,Sonata,150.0,0,720650.0,946,M,0,0,0,0,1,0,0,0.0,0,2,0.0,Санкт-Петербург,-0.54
17988,11,11,0,31,1,Санкт-Петербург,42,18,Volkswagen,Touareg,249.0,0,1782000.0,1239,F,0,0,0,0,1,1,0,0.0,0,2,0.0,Санкт-Петербург,0.0
17990,11,11,0,15,1,Москва,39,14,Nissan,Qashqai,144.0,0,1056000.0,1020,M,1L,1L,N,N,1,0,0,10.0,0,0,10000.0,Москва,-0.03
17992,12,12,0,8,4,Санкт-Петербург,40,16,Volkswagen,Jetta,122.0,0,540000.0,94,F,0,0,0,0,0,1,0,0.0,0,3,0.0,Ленинградская,0.05
17995,8,8,0,52,6,Санкт-Петербург,32,3,Renault,Megane,114.0,1,569654.0,1096,F,0,0,1S,1S,0,1,0,0.0,0,1,0.0,Санкт-Петербург,0.0
18000,2,2,0,53,6,Санкт-Петербург,36,14,Hyundai,Solaris,123.0,0,500000.0,917,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.45
18005,2,2,0,53,6,Санкт-Петербург,37,18,BMW,3-series,136.0,1,700000.0,1287,F,0,0,N,N,0,0,0,0.0,0,0,17500.0,Санкт-Петербург,-0.16
18018,11,11,0,50,5,Москва,52,25,Ssang Yong,Actyon,149.0,0,651400.0,N,M,0,0,N,N,0,1,0,0.0,0,0,10000.0,Москва,0.04
18019,12,12,0,52,6,Москва,49,30,Ford,Focus,150.0,1,573549.0,326,M,0,0,2,2,0,0,0,0.0,0,1,15000.0,Москва,-0.46
18020,12,12,0,52,6,Санкт-Петербург,45,13,ВАЗ,Granta,97.0,0,255000.0,245,M,1S,1S,0,0,0,1,0,42.0,0,2,5000.0,Санкт-Петербург,0.56
18021,8,8,0,8,4,Санкт-Петербург,49,15,Renault,Sandero Stepway,84.0,0,400000.0,1366,F,0,0,N,N,1,0,0,0.0,0,0,0.0,Санкт-Петербург,0.08
18022,9,9,0,50,5,Москва,27,5,Skoda,Superb,200.0,1,1100000.0,N,M,2,0,N,N,0,1,0,1.0,0,0,0.0,Москва,-1.0
18028,8,8,0,50,5,Москва,44,13,Fiat,Doblo,77.0,0,421500.0,N,M,2,2,0,0,1,0,0,3.5,0,2,0.0,Москва,0.65
18030,3,3,0,53,6,Москва,45,25,ВАЗ,Granta,98.0,1,271133.0,322,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Москва,0.04
18033,12,12,0,52,6,Санкт-Петербург,47,27,Kia,Sportage,150.0,1,1184900.0,1360,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.46
18040,11,11,0,55,6,Москва,57,6,Mitsubishi,ASX,140.0,0,647496.0,1096,F,0,0,0,0,0,0,0,0.0,0,2,0.0,Москва,0.12
18045,12,12,0,52,6,Санкт-Петербург,53,26,Kia,Sportage,150.0,0,1136700.0,245,M,0,0,N,N,0,1,0,0.0,0,0,20000.0,Санкт-Петербург,-0.01
18046,2,2,0,59,3,Санкт-Петербург,36,13,Lexus,GX,296.0,0,1969866.0,565,M,0,0,0,0,1,0,0,0.0,0,5,0.0,Ленинградская,0.03
18048,12,12,0,50,5,Санкт-Петербург,70,24,Chevrolet,Captiva,136.0,0,540000.0,N,M,0,0,0,0,1,1,0,0.0,0,1,30000.0,Санкт-Петербург,-0.04
18049,8,8,0,53,6,Санкт-Петербург,63,24,Renault,Sandero Stepway,103.0,1,443828.0,1276,M,0,0,0,0,1,1,0,0.0,0,1,0.0,Санкт-Петербург,0.0
18051,4,4,0,55,6,Москва,45,7,Hyundai,Santa Fe,175.0,0,1850000.0,1096,F,1S,1S,N,N,0,1,0,14.0,0,0,0.0,Москва,0.18
18062,9,9,0,50,5,Москва,33,14,Ford,Focus,115.0,0,320760.0,N,M,0,0,0,0,0,0,0,0.0,0,4,30000.0,Москва,0.03
18063,12,12,0,55,6,Москва,47,4,Mitsubishi,Outlander,146.0,0,1012692.0,1096,F,1S,1S,1S,0,0,0,0,0.0,0,1,0.0,Москва,-0.51
18065,3,3,0,52,6,Москва,21,1,Nissan,Juke,117.0,0,747600.0,910,F,0,0,1S,1S,0,0,0,0.0,0,1,0.0,Москва,-0.22
18071,5,5,0,53,6,Санкт-Петербург,53,26,Kia,Soul,129.0,1,537018.0,917,F,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,0.05
18074,8,8,0,55,6,Москва,33,5,Ford,Kuga,149.0,1,958580.0,1096,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Московская,0.01
18078,12,12,0,63,2,Москва,41,16,Hyundai,Grand Starex,174.0,1,721269.0,N,M,0,0,1L,1L,1,0,0,0.0,0,3,0.0,Москва,-0.21
18079,8,8,0,53,6,Санкт-Петербург,49,16,Audi,Q7,245.0,1,2850000.0,1241,F,3,1L,N,N,1,1,0,0.0,0,0,0.0,Санкт-Петербург,1.17
18083,8,8,0,53,6,Санкт-Петербург,54,27,Fiat,Doblo,77.0,0,236196.0,N,M,0,0,0,0,0,1,0,0.0,0,5,0.0,Санкт-Петербург,0.0
18084,8,8,0,50,5,Москва,35,4,Hyundai,Matrix,122.0,0,378000.0,N,F,0,0,1L,1L,1,0,0,0.0,0,2,5000.0,Москва,-1.0
18087,9,9,0,55,6,Москва,41,12,Mitsubishi,Outlander,146.0,0,849241.0,1096,M,0,0,0,0,0,1,0,0.0,0,2,50000.0,Москва,-0.07
18091,4,4,0,50,5,Москва,40,22,Volkswagen,Touareg,249.0,0,1784900.0,N,M,3,3,0,0,1,1,0,12.66666667,0,1,0.0,Москва,1.07
18095,7,7,0,52,6,Санкт-Петербург,37,16,Kia,Ceed,129.0,0,585000.0,164,M,0,0,1L,0,0,1,0,0.0,0,2,20000.0,Санкт-Петербург,-0.34
18098,8,8,0,50,5,Москва,44,10,Toyota,Sequoia,386.0,0,2890000.0,N,M,0,0,0,0,1,0,0,0.0,0,1,0.0,Москва,-0.24
18104,4,4,0,59,3,Санкт-Петербург,45,14,Lada,11173 Kalina,82.0,1,212953.0,454,F,0,0,0,0,0,1,0,0.0,0,2,0.0,Ленинградская,0.05
18106,4,4,0,4,4,Санкт-Петербург,59,24,Kia,Sorento,247.0,0,680400.0,513,M,0,0,0,0,0,1,0,0.0,0,7,5000.0,Санкт-Петербург,0.05
18114,3,3,0,53,6,Москва,33,13,Kia,Rio,107.0,0,614000.0,264,F,0,0,N,N,0,0,0,0.0,0,0,15000.0,Москва,0.04
18123,4,4,0,10,1,Москва,35,16,Mercedes-Benz,CLK,170.0,0,1500000.0,783,F,1S,1S,N,N,0,0,0,5.0,0,0,0.0,Москва,-0.21
18128,6,6,0,52,6,Москва,37,7,Kia,Sorento,197.0,1,1012044.0,360,F,2,1L,0,0,0,0,0,7.5,0,2,0.0,Москва,0.05
18141,7,7,0,50,5,Санкт-Петербург,49,11,Mazda,3,105.0,0,433350.0,N,F,0,0,0,0,0,1,0,0.0,0,4,0.0,Санкт-Петербург,0.05
18145,1,1,0,58,2,Санкт-Петербург,32,11,Toyota,Camry,148.0,1,716627.0,306,F,0,0,0,0,0,1,0,0.0,0,2,0.0,Санкт-Петербург,-1.0
18149,7,7,0,59,3,Санкт-Петербург,34,10,Ssang Yong,Actyon,149.0,0,900000.0,454,F,0,0,0,0,1,1,0,0.0,0,1,22500.0,Санкт-Петербург,-0.15
18153,1,1,0,62,3,Москва,28,3,Opel,Antara,184.0,0,876662.0,N,F,1S,1S,2,2,1,1,0,22.0,0,1,0.0,Москва,-0.54
18167,6,6,0,50,5,Москва,36,9,Subaru,XV,150.0,0,1175000.0,N,M,0,0,0,0,0,1,0,0.0,0,1,0.0,N,-0.01
18170,1,1,0,52,6,Санкт-Петербург,51,20,Honda,CR-V,190.0,0,1180000.0,1370,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,0.0
18178,4,4,0,50,5,Москва,58,20,Volvo,XC70,181.0,0,1400000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,20000.0,Москва,-0.16
18180,7,7,0,13,1,Санкт-Петербург,43,22,Kia,Rio,107.0,0,549900.0,1092,M,0,0,N,N,0,1,0,0.0,0,0,75000.0,Санкт-Петербург,-0.06
18184,8,8,0,50,5,Санкт-Петербург,38,14,Hyundai,ix35,150.0,1,808694.0,N,M,0,0,0,0,0,0,0,0.0,0,2,0.0,Санкт-Петербург,-0.14
18203,3,3,0,50,5,Москва,57,26,Ssang Yong,Actyon,149.0,0,900000.0,N,M,0,0,N,N,1,1,0,0.0,0,0,10000.0,Москва,-1.0
18211,5,5,0,50,5,Москва,44,23,Mitsubishi,Outlander,167.0,0,1475000.0,N,M,0,0,N,N,0,1,0,5.0,0,0,30000.0,Москва,-0.2
18213,7,7,0,52,6,Санкт-Петербург,46,23,Volkswagen,Tiguan,122.0,1,748660.0,515,F,1S,1S,0,0,0,0,0,1.0,0,1,0.0,Санкт-Петербург,-0.51
18214,5,5,0,6,4,Санкт-Петербург,51,13,Renault,Duster,135.0,0,634270.0,1258,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,0.05
18215,7,7,0,50,5,Санкт-Петербург,34,7,Ssang Yong,Actyon,149.0,0,800000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,12500.0,Санкт-Петербург,-0.1
18217,8,8,0,52,6,Москва,50,27,Volvo,XC70,163.0,1,1310011.0,910,M,0,0,0,0,0,1,0,0.0,0,2,0.0,Москва,0.05
18230,10,10,0,52,6,Санкт-Петербург,44,20,Ssang Yong,Actyon,149.0,0,647937.0,N,M,0,0,0,0,1,1,0,0.0,0,3,5000.0,Санкт-Петербург,0.0
18235,6,6,0,53,6,Санкт-Петербург,28,5,Skoda,Rapid,105.0,1,615800.0,224,M,0,0,N,N,0,0,0,0.0,0,0,15000.0,Санкт-Петербург,-0.36
18236,6,6,0,52,6,Санкт-Петербург,54,19,Renault,Duster,102.0,1,440000.0,1096,F,1S,1S,1L,1L,0,0,0,0.0,0,1,0.0,Санкт-Петербург,0.26
18239,8,8,0,52,6,Санкт-Петербург,37,2001,Ford,Fiesta,105.0,1,632500.0,1096,F,1L,1L,N,N,0,1,0,34.0,0,0,15000.0,Санкт-Петербург,0.29
18243,5,5,0,53,6,Москва,21,2,Kia,Optima,150.0,1,710870.0,1221,F,1S,1S,4+,2,0,0,0,13.0,0,2,0.0,Москва,-0.1
18246,10,10,0,2,4,Санкт-Петербург,35,13,Ford,Kuga,150.0,0,1005000.0,174,M,0,0,1S,1S,1,1,0,0.0,0,1,0.0,Ленинградская,0.0
18247,10,10,0,53,6,Санкт-Петербург,34,6,Kia,Sportage,150.0,0,979900.0,485,F,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,0.12
18250,9,9,0,52,6,Санкт-Петербург,31,5,Ford,Focus,105.0,0,465217.0,493,M,1S,1S,1S,1S,0,1,0,0.0,0,3,10000.0,Санкт-Петербург,-0.13
18252,9,9,0,52,6,Санкт-Петербург,43,15,Renault,Duster,135.0,1,764000.0,1096,M,0,0,N,N,0,1,0,0.0,0,0,15000.0,Санкт-Петербург,-1.0
18253,9,9,0,50,5,Санкт-Петербург,30,8,Toyota,RAV4,170.0,0,924326.0,N,M,0,0,0,0,1,1,0,0.0,0,2,12500.0,Санкт-Петербург,0.0
18259,11,11,0,6,4,Санкт-Петербург,58,3,Toyota,RAV4,158.0,0,810900.0,1258,M,1L,1L,0,0,0,1,0,10.0,0,2,0.0,Санкт-Петербург,-1.0
18260,10,10,0,54,6,Москва,35,0,Mitsubishi,Outlander,167.0,0,1249990.0,339,M,2,2,N,N,0,1,0,58.5,0,0,10000.0,Москва,-0.33
18269,10,10,0,53,6,Санкт-Петербург,38,14,Mercedes-Benz,GLK,170.0,0,1734300.0,243,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Санкт-Петербург,0.02
18270,10,10,0,52,6,Санкт-Петербург,26,3,Ford,Focus,125.0,1,552960.0,493,M,0,0,1S,1S,0,0,0,0.0,0,3,0.0,Санкт-Петербург,-0.26
18275,10,10,0,52,6,Москва,53,32,Kia,Sportage,150.0,0,787118.0,360,M,0,0,0,0,0,1,0,0.0,0,1,0.0,Московская,-0.02
18282,10,10,0,3,4,Санкт-Петербург,44,15,Mercedes-Benz,C,170.0,0,198000.0,1195,M,0,0,0,0,0,1,0,0.0,0,7,0.0,Санкт-Петербург,0.02
18283,10,10,0,54,6,Москва,59,31,Ford,C-Max,150.0,0,647247.0,682,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Москва,0.0
18286,9,9,0,59,3,Санкт-Петербург,37,11,Nissan,Juke,117.0,1,752175.0,454,F,1S,1S,N,N,1,1,0,0.0,0,0,10000.0,Санкт-Петербург,-1.0
18288,8,8,0,54,6,Москва,41,10,BMW,X3,184.0,0,2100000.0,703,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Московская,0.1
18292,10,10,0,52,6,Москва,31,7,Kia,Sportage,150.0,1,1139900.0,1142,M,1L,1L,N,N,0,0,0,2.0,0,0,0.0,Ивановская,-0.31
18294,10,10,0,55,6,Москва,59,14,Mitsubishi,Outlander,167.0,0,1264990.0,1096,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,0.25
18299,10,10,0,59,3,Санкт-Петербург,50,16,Suzuki,Grand Vitara,140.0,0,618000.0,565,F,0,0,N,N,0,1,0,0.0,0,0,15000.0,Санкт-Петербург,0.0
18302,9,9,0,52,6,Санкт-Петербург,38,7,Renault,Sandero Stepway,84.0,1,411640.0,171,M,0,0,0,0,0,0,0,0.0,0,1,0.0,Санкт-Петербург,0.0
18306,10,10,0,53,6,Санкт-Петербург,32,4,Kia,Ceed,129.0,1,714900.0,485,M,1L,1L,N,N,0,1,0,213.0,0,0,15000.0,Ленинградская,0.08
18313,6,6,0,52,6,Санкт-Петербург,50,21,Ssang Yong,Actyon,149.0,0,852990.0,164,M,0,0,N,N,0,0,0,0.0,0,0,15000.0,N,-0.16
18322,3,3,0,10,1,Москва,58,27,Ford,Focus,150.0,0,502833.0,1290,M,2,2,0,0,0,0,0,5.0,0,3,0.0,Москва,0.04
18324,10,10,0,50,5,Москва,37,1,Chevrolet,Aveo,116.0,0,597000.0,N,F,0,0,N,N,1,0,0,0.0,0,0,10000.0,Москва,-1.0
18326,10,10,0,53,6,Москва,39,8,Toyota,RAV4,180.0,0,1216060.0,272,M,0,0,0,0,1,1,0,0.0,0,1,0.0,Московская,0.01
18331,10,10,0,53,6,Москва,58,11,Kia,Sportage,150.0,1,955600.0,1221,F,1L,1L,0,0,0,0,0,60.0,0,1,0.0,Москва,0.07
18333,12,12,0,50,5,Санкт-Петербург,36,11,Chevrolet,Tahoe,325.0,0,1561036.0,N,M,1S,1S,1L,0,1,1,0,19.0,0,2,15000.0,Санкт-Петербург,0.05
18337,11,11,0,52,6,Санкт-Петербург,38,19,Renault,Fluence,106.0,1,522627.0,171,M,0,0,0,0,0,0,0,0.0,0,1,5000.0,Санкт-Петербург,0.18
18339,10,10,0,50,5,Москва,31,11,Toyota,Corolla,124.0,0,425250.0,N,M,1L,1L,0,0,1,1,0,4.0,0,5,10000.0,Московская,0.17
18341,10,10,0,52,6,Москва,34,15,Kia,Ceed,122.0,0,503100.0,N,F,0,0,1L,1L,0,1,0,0.0,0,3,10000.0,Московская,-0.13
18355,11,11,0,50,5,Санкт-Петербург,35,10,Renault,Megane,106.0,0,440000.0,N,M,1S,0,0,0,1,1,0,8.0,0,2,0.0,Карелия,-1.0
18360,12,12,0,53,6,Санкт-Петербург,43,10,Suzuki,Grand Vitara,169.0,1,1171900.0,1214,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.09
18362,11,11,0,54,6,Москва,37,13,BMW,X6,245.0,1,3630000.0,400,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.03
18374,12,12,0,50,5,Санкт-Петербург,40,10,Skoda,Octavia,102.0,0,420000.0,N,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Санкт-Петербург,0.05
18375,11,11,0,53,6,Санкт-Петербург,32,14,Kia,Rio,123.0,0,500000.0,485,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Санкт-Петербург,-0.41
18382,12,12,0,52,6,Санкт-Петербург,54,19,Ford,EcoSport,140.0,0,923500.0,493,M,0,0,N,N,1,1,0,0.0,0,0,0.0,Ленинградская,-0.51
18397,11,11,0,18,1,Москва,41,6,Volkswagen,Polo,105.0,0,544000.0,675,M,1S,0,N,N,0,1,0,5.0,0,0,0.0,Московская,0.05
18401,4,4,0,54,6,Москва,39,20,BMW,X3,184.0,1,1500000.0,1253,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Москва,-0.12
18404,12,12,0,55,6,Москва,51,12,Mitsubishi,Pajero,178.0,0,1335226.0,1096,M,2,1S,1S,1S,0,0,0,2.5,0,1,0.0,Московская,0.04
18405,6,6,0,52,6,Санкт-Петербург,40,21,Skoda,Rapid,105.0,1,749000.0,1096,F,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.09
18406,12,12,0,50,5,Санкт-Петербург,42,9,Peugeot,207,88.0,0,268114.0,N,F,0,0,0,0,0,0,0,0.0,0,3,10000.0,Санкт-Петербург,0.0
18415,12,12,0,50,5,Москва,28,4,BMW,3-series,156.0,0,1081415.0,N,M,1L,0,2,1S,1,1,0,3.0,0,5,5000.0,Московская,-1.0
18424,7,7,0,55,6,Москва,46,1998,Ford,Mondeo,199.0,1,1546000.0,1096,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Московская,-0.43
18425,7,7,0,55,6,Москва,48,29,Mitsubishi,Pajero,178.0,0,2144000.0,1096,M,0,0,N,N,0,1,0,0.0,0,0,15000.0,Москва,0.18
18439,11,11,0,27,1,Санкт-Петербург,51,33,Renault,Sandero,84.0,0,318793.0,237,M,0,0,0,0,0,1,0,0.0,0,3,0.0,Санкт-Петербург,0.05
18443,8,8,0,53,6,Санкт-Петербург,51,21,Ford,Kuga,199.0,0,945000.0,110,F,0,0,1L,1L,1,1,0,0.0,0,1,0.0,Санкт-Петербург,0.0
18448,8,8,0,50,5,Москва,21,3,Suzuki,Grand Vitara,184.0,0,433900.0,N,F,0,0,0,0,1,1,0,0.0,0,5,0.0,Москва,-0.53
18455,4,4,0,54,6,Москва,39,8,Mitsubishi,Outlander,240.0,0,616005.0,1253,M,0,0,0,0,1,1,0,0.0,0,3,20000.0,Московская,-0.01
18461,8,8,0,14,1,Москва,53,11,Toyota,Land Cruiser Prado,249.0,0,1042200.0,1242,M,0,0,0,0,1,0,0,0.0,0,3,15000.0,Москва,0.77
18466,12,12,0,53,6,Москва,53,6,Nissan,Qashqai,141.0,0,395926.0,585,F,0,0,0,0,0,0,0,0.0,0,6,0.0,Москва,-0.51
18470,8,8,0,52,6,Москва,53,33,Toyota,Другая модель (Легковое ТС),249.0,0,942840.0,910,F,0,0,0,0,0,1,0,0.0,0,6,10000.0,Москва,0.0
18473,8,8,0,59,3,Санкт-Петербург,37,0,Ssang Yong,Actyon,149.0,1,852990.0,454,F,0,0,N,N,0,0,0,0.0,0,0,15000.0,Санкт-Петербург,-0.56
18474,8,8,0,52,6,Москва,47,6,Honda,CR-V,150.0,0,1250000.0,1362,F,0,0,1S,1S,0,0,0,0.0,0,1,0.0,Москва,0.0
18477,6,6,0,50,5,Санкт-Петербург,31,10,Skoda,Octavia,122.0,0,580000.0,N,M,0,0,N,N,0,1,0,0.0,0,0,30000.0,Санкт-Петербург,-0.23
18494,7,7,0,53,6,Санкт-Петербург,41,17,BMW,X3,190.0,0,2130000.0,1209,M,0,0,N,N,0,0,0,0.0,0,0,0.0,Санкт-Петербург,-0.12
18496,7,7,0,41,1,Москва,40,13,Volvo,XC60,181.0,0,1507980.0,842,M,0,0,N,N,0,1,0,0.0,0,0,0.0,Москва,0.28
18505,7,7,0,53,6,Санкт-Петербург,28,7,Skoda,Rapid,105.0,1,650000.0,519,M,0,0,N,N,0,0,0,0.0,0,0,30000.0,Санкт-Петербург,-0.12
